id,name,language.code,language.href,syllabic,feature.id,feature.href,category,status.code,status.href,concise.code,concise.href,generic.code,generic.href,location,province.code,province.href,map,relevance,accuracy,latitude,longitude,decision
ELYMI,Le Bic,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,58922511bf9311d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/58922511bf9311d892e2080020a0f4c9,H,previouslyOfficial,https://geogratis.gc.ca/services/geoname/en/codes/status/previouslyOfficial,VILG,https://geogratis.gc.ca/services/geoname/en/codes/concise/VILG,14,https://geogratis.gc.ca/services/geoname/en/codes/generic/14,"Rimouski; Rimouski-Neigette",24,https://geogratis.gc.ca/services/geoname/en/codes/province/24,022C07,15000000,100,48.449138,-68.525096,2009-12-01
OADUG,Coppermine,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,183be172d05311d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/183be172d05311d892e2080020a0f4c9,H,previouslyOfficial,https://geogratis.gc.ca/services/geoname/en/codes/status/previouslyOfficial,HAM,https://geogratis.gc.ca/services/geoname/en/codes/concise/HAM,11,https://geogratis.gc.ca/services/geoname/en/codes/generic/11,,62,https://geogratis.gc.ca/services/geoname/en/codes/province/62,086O14,15000000,100,67.826667,-115.09333,1996-01-01
IAHMM,Grande Prairie,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,7a67094ed05511d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/7a67094ed05511d892e2080020a0f4c9,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,CITY,https://geogratis.gc.ca/services/geoname/en/codes/concise/CITY,1,https://geogratis.gc.ca/services/geoname/en/codes/generic/1,"71-6-W6",48,https://geogratis.gc.ca/services/geoname/en/codes/province/48,083M02,15000000,100,55.1708334,-118.7961111,1995-01-01
EJIXR,Vassan,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,0b6861a6be5411d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/0b6861a6be5411d892e2080020a0f4c9,H,previouslyOfficial,https://geogratis.gc.ca/services/geoname/en/codes/status/previouslyOfficial,VILG,https://geogratis.gc.ca/services/geoname/en/codes/concise/VILG,14,https://geogratis.gc.ca/services/geoname/en/codes/generic/14,"Val-d'Or; La Vallée-de-l'Or",24,https://geogratis.gc.ca/services/geoname/en/codes/province/24,032C04,15000000,100,48.102044,-77.789358,2002-01-24
LAILM,Fort Simpson,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,409dcaf7d05511d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/409dcaf7d05511d892e2080020a0f4c9,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,VILG,https://geogratis.gc.ca/services/geoname/en/codes/concise/VILG,3,https://geogratis.gc.ca/services/geoname/en/codes/generic/3,"Mackenzie",61,https://geogratis.gc.ca/services/geoname/en/codes/province/61,095H14,15000000,100,61.8609,-121.3527,1980-06-12
EHQLA,Pierrefonds,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,08b1ec0ebe3d11d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/08b1ec0ebe3d11d892e2080020a0f4c9,H,previouslyOfficial,https://geogratis.gc.ca/services/geoname/en/codes/status/previouslyOfficial,CITY,https://geogratis.gc.ca/services/geoname/en/codes/concise/CITY,23,https://geogratis.gc.ca/services/geoname/en/codes/generic/23,"Montréal; Montréal",24,https://geogratis.gc.ca/services/geoname/en/codes/province/24,031H12,15000000,100,45.508822,-73.554077,2002-01-24
EITMG,Baie-de-Gaspé-Nord,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,76bca836be1711d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/76bca836be1711d892e2080020a0f4c9,H,previouslyOfficial,https://geogratis.gc.ca/services/geoname/en/codes/status/previouslyOfficial,VILG,https://geogratis.gc.ca/services/geoname/en/codes/concise/VILG,27,https://geogratis.gc.ca/services/geoname/en/codes/generic/27,"Gaspé; La Côte-de-Gaspé",24,https://geogratis.gc.ca/services/geoname/en/codes/province/24,022A16,15000000,100,48.824618,-64.476254,1976-12-24
GBBRP,Thompson,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,da3fd8f8bef211d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/da3fd8f8bef211d892e2080020a0f4c9,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,CITY,https://geogratis.gc.ca/services/geoname/en/codes/concise/CITY,1,https://geogratis.gc.ca/services/geoname/en/codes/generic/1,,46,https://geogratis.gc.ca/services/geoname/en/codes/province/46,063P12,15000000,100,55.743333,-97.855278,1957-10-16
ACRWH,Happy Valley - Goose Bay,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,1ad8535bc6be11d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/1ad8535bc6be11d892e2080020a0f4c9,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,TOWN,https://geogratis.gc.ca/services/geoname/en/codes/concise/TOWN,2,https://geogratis.gc.ca/services/geoname/en/codes/generic/2,,10,https://geogratis.gc.ca/services/geoname/en/codes/province/10,013F08,15000000,100,53.341739,-60.448803,1996-04-12
FCWMG,Timmins,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,9960e012d05511d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/9960e012d05511d892e2080020a0f4c9,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,CITY,https://geogratis.gc.ca/services/geoname/en/codes/concise/CITY,1,https://geogratis.gc.ca/services/geoname/en/codes/generic/1,"Cochrane",35,https://geogratis.gc.ca/services/geoname/en/codes/province/35,042A06,15000000,100,48.47153,-81.33132,1989-05-19
KABPC,Dawson,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,26f445dbd05511d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/26f445dbd05511d892e2080020a0f4c9,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,TOWN,https://geogratis.gc.ca/services/geoname/en/codes/concise/TOWN,2,https://geogratis.gc.ca/services/geoname/en/codes/generic/2,,60,https://geogratis.gc.ca/services/geoname/en/codes/province/60,116B03,15000000,100,64.06,-139.431944,1981-03-30
EHZGN,Sainte-Blandine,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,58922511bf9311d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/58922511bf9311d892e2080020a0f4c9,H,previouslyOfficial,https://geogratis.gc.ca/services/geoname/en/codes/status/previouslyOfficial,VILG,https://geogratis.gc.ca/services/geoname/en/codes/concise/VILG,29,https://geogratis.gc.ca/services/geoname/en/codes/generic/29,"Rimouski; Rimouski-Neigette",24,https://geogratis.gc.ca/services/geoname/en/codes/province/24,022C07,15000000,100,48.449138,-68.525096,2002-01-24
ABFQA,Labrador City,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,20d315f4c6be11d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/20d315f4c6be11d892e2080020a0f4c9,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,TOWN,https://geogratis.gc.ca/services/geoname/en/codes/concise/TOWN,2,https://geogratis.gc.ca/services/geoname/en/codes/generic/2,,10,https://geogratis.gc.ca/services/geoname/en/codes/province/10,023B15,15000000,100,52.9605694,-66.9365973,2001-06-22
EFXAC,Chibougamau,crl,https://geogratis.gc.ca/services/geoname/en/codes/language/crl,,bec5a027bbef11d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/bec5a027bbef11d892e2080020a0f4c9,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,CITY,https://geogratis.gc.ca/services/geoname/en/codes/concise/CITY,23,https://geogratis.gc.ca/services/geoname/en/codes/generic/23,"Chibougamau; Nord-du-Québec",24,https://geogratis.gc.ca/services/geoname/en/codes/province/24,032G16,15000000,100,49.913227,-74.368532,1968-12-05
EJNDU,Saint-Léonard,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,08b1ec0ebe3d11d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/08b1ec0ebe3d11d892e2080020a0f4c9,H,previouslyOfficial,https://geogratis.gc.ca/services/geoname/en/codes/status/previouslyOfficial,CITY,https://geogratis.gc.ca/services/geoname/en/codes/concise/CITY,23,https://geogratis.gc.ca/services/geoname/en/codes/generic/23,"Montréal; Montréal",24,https://geogratis.gc.ca/services/geoname/en/codes/province/24,031H12,15000000,100,45.508822,-73.554077,2002-01-24
EJJIZ,Kuujjuaq,ike,https://geogratis.gc.ca/services/geoname/en/codes/language/ike,,6e756540bf9111d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/6e756540bf9111d892e2080020a0f4c9,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,VILG,https://geogratis.gc.ca/services/geoname/en/codes/concise/VILG,34,https://geogratis.gc.ca/services/geoname/en/codes/generic/34,"Kuujjuaq; Nord-du-Québec",24,https://geogratis.gc.ca/services/geoname/en/codes/province/24,024K01,15000000,100,58.107516,-68.399563,1979-02-26
EIFHY,Sullivan,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,0b6861a6be5411d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/0b6861a6be5411d892e2080020a0f4c9,H,previouslyOfficial,https://geogratis.gc.ca/services/geoname/en/codes/status/previouslyOfficial,VILG,https://geogratis.gc.ca/services/geoname/en/codes/concise/VILG,14,https://geogratis.gc.ca/services/geoname/en/codes/generic/14,"Val-d'Or; La Vallée-de-l'Or",24,https://geogratis.gc.ca/services/geoname/en/codes/province/24,032C04,15000000,100,48.102044,-77.789358,2002-01-24
EITTI,Saint-Majorique,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,76bca836be1711d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/76bca836be1711d892e2080020a0f4c9,H,previouslyOfficial,https://geogratis.gc.ca/services/geoname/en/codes/status/previouslyOfficial,VILG,https://geogratis.gc.ca/services/geoname/en/codes/concise/VILG,14,https://geogratis.gc.ca/services/geoname/en/codes/generic/14,"Gaspé; La Côte-de-Gaspé",24,https://geogratis.gc.ca/services/geoname/en/codes/province/24,022A16,15000000,100,48.824618,-64.476254,1976-12-24
AAPBP,Nain,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,dd116fcbd05311d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/dd116fcbd05311d892e2080020a0f4c9,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,VILG,https://geogratis.gc.ca/services/geoname/en/codes/concise/VILG,37,https://geogratis.gc.ca/services/geoname/en/codes/generic/37,"Torngat Mountains",10,https://geogratis.gc.ca/services/geoname/en/codes/province/10,014C12,15000000,100,56.536319,-61.718942,2006-10-20
IADVK,Lloydminster,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,5bc0b0f5ba3411d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/5bc0b0f5ba3411d892e2080020a0f4c9,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,CITY,https://geogratis.gc.ca/services/geoname/en/codes/concise/CITY,1,https://geogratis.gc.ca/services/geoname/en/codes/generic/1,"1-50-1-W4",48,https://geogratis.gc.ca/services/geoname/en/codes/province/48,073F05,15000000,100,53.2779556,-109.9802528,1995-01-01
OADDB,Cape Dorset,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,3d613d4ed05511d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/3d613d4ed05511d892e2080020a0f4c9,H,previouslyOfficial,https://geogratis.gc.ca/services/geoname/en/codes/status/previouslyOfficial,HAM,https://geogratis.gc.ca/services/geoname/en/codes/concise/HAM,11,https://geogratis.gc.ca/services/geoname/en/codes/generic/11,,62,https://geogratis.gc.ca/services/geoname/en/codes/province/62,036C02,15000000,100,64.2333,-76.5417,2020-02-28
EQSHJ,Saint-Nicéphore,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,0cc3c2bb849c20c344ad10d8e995dc97,https://geogratis.gc.ca/services/geoname/en/features/0cc3c2bb849c20c344ad10d8e995dc97,H,previouslyOfficial,https://geogratis.gc.ca/services/geoname/en/codes/status/previouslyOfficial,CITY,https://geogratis.gc.ca/services/geoname/en/codes/concise/CITY,23,https://geogratis.gc.ca/services/geoname/en/codes/generic/23,"Drummondville; Drummond",24,https://geogratis.gc.ca/services/geoname/en/codes/province/24,031H16,15000000,100,45.880577,-72.484058,2004-08-17
FCTOV,Sudbury,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,5e61a68fc6ce11d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/5e61a68fc6ce11d892e2080020a0f4c9,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,UNP,https://geogratis.gc.ca/services/geoname/en/codes/concise/UNP,121,https://geogratis.gc.ca/services/geoname/en/codes/generic/121,"Sudbury",35,https://geogratis.gc.ca/services/geoname/en/codes/province/35,041I07,15000000,100,46.5011111,-80.9775,2001-01-01
JBIFM,Muskwa,mis,https://geogratis.gc.ca/services/geoname/en/codes/language/mis,,a5e977610a00120468c95daa13f11787,https://geogratis.gc.ca/services/geoname/en/features/a5e977610a00120468c95daa13f11787,H,previouslyOfficial,https://geogratis.gc.ca/services/geoname/en/codes/status/previouslyOfficial,UNP,https://geogratis.gc.ca/services/geoname/en/codes/concise/UNP,159,https://geogratis.gc.ca/services/geoname/en/codes/generic/159,"Peace River Land District",59,https://geogratis.gc.ca/services/geoname/en/codes/province/59,094J15,15000000,100,58.805555,-122.697222,1957-11-07
JAGPB,Fort St. John,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,c781b014c6cd11d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/c781b014c6cd11d892e2080020a0f4c9,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,CITY,https://geogratis.gc.ca/services/geoname/en/codes/concise/CITY,1,https://geogratis.gc.ca/services/geoname/en/codes/generic/1,"Peace River Land District",59,https://geogratis.gc.ca/services/geoname/en/codes/province/59,094A02,15000000,100,56.2525,-120.846667,1981-12-15
EHZJN,Sainte-Geneviève,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,08b1ec0ebe3d11d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/08b1ec0ebe3d11d892e2080020a0f4c9,H,previouslyOfficial,https://geogratis.gc.ca/services/geoname/en/codes/status/previouslyOfficial,CITY,https://geogratis.gc.ca/services/geoname/en/codes/concise/CITY,23,https://geogratis.gc.ca/services/geoname/en/codes/generic/23,"Montréal; Montréal",24,https://geogratis.gc.ca/services/geoname/en/codes/province/24,031H12,15000000,100,45.508822,-73.554077,2002-01-24
HAPKT,Swift Current,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,0c2fd0d6849c20c3b91056e550b5fa13,https://geogratis.gc.ca/services/geoname/en/features/0c2fd0d6849c20c3b91056e550b5fa13,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,CITY,https://geogratis.gc.ca/services/geoname/en/codes/concise/CITY,1,https://geogratis.gc.ca/services/geoname/en/codes/generic/1,,47,https://geogratis.gc.ca/services/geoname/en/codes/province/47,072J05,15000000,100,50.2881611,-107.7938944,1956-11-02
EGUFW,Jonquière,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,0d0a0d04849c20c3be7d900ce5db3cb6,https://geogratis.gc.ca/services/geoname/en/features/0d0a0d04849c20c3be7d900ce5db3cb6,H,previouslyOfficial,https://geogratis.gc.ca/services/geoname/en/codes/status/previouslyOfficial,CITY,https://geogratis.gc.ca/services/geoname/en/codes/concise/CITY,23,https://geogratis.gc.ca/services/geoname/en/codes/generic/23,"Saguenay; Saguenay",24,https://geogratis.gc.ca/services/geoname/en/codes/province/24,022D06,15000000,100,48.428221,-71.062202,2002-06-11
LAILN,Fort Smith,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,083f53a6c6ce11d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/083f53a6c6ce11d892e2080020a0f4c9,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,TOWN,https://geogratis.gc.ca/services/geoname/en/codes/concise/TOWN,2,https://geogratis.gc.ca/services/geoname/en/codes/generic/2,"Mackenzie",61,https://geogratis.gc.ca/services/geoname/en/codes/province/61,075D04,15000000,100,60.0053,-111.8829,1966-10-01
EIAHI,Saint-Laurent,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,08b1ec0ebe3d11d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/08b1ec0ebe3d11d892e2080020a0f4c9,H,previouslyOfficial,https://geogratis.gc.ca/services/geoname/en/codes/status/previouslyOfficial,CITY,https://geogratis.gc.ca/services/geoname/en/codes/concise/CITY,23,https://geogratis.gc.ca/services/geoname/en/codes/generic/23,"Montréal; Montréal",24,https://geogratis.gc.ca/services/geoname/en/codes/province/24,031H12,15000000,100,45.508822,-73.554077,2002-01-24
HACAW,Flin Flon,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,d3f41f25ba2f11d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/d3f41f25ba2f11d892e2080020a0f4c9,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,UNP,https://geogratis.gc.ca/services/geoname/en/codes/concise/UNP,200,https://geogratis.gc.ca/services/geoname/en/codes/generic/200,,47,https://geogratis.gc.ca/services/geoname/en/codes/province/47,063K13,15000000,100,54.766735,-101.867054,1948-01-06
FDUPD,Moosonee,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,0c5ce23c849c20c32fd9baf5dba803f6,https://geogratis.gc.ca/services/geoname/en/features/0c5ce23c849c20c32fd9baf5dba803f6,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,UNP,https://geogratis.gc.ca/services/geoname/en/codes/concise/UNP,105,https://geogratis.gc.ca/services/geoname/en/codes/generic/105,"Cochrane",35,https://geogratis.gc.ca/services/geoname/en/codes/province/35,042P07,15000000,100,51.2736387,-80.6437654,1949-03-03
IADGP,Lethbridge,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,9d7ced64d05411d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/9d7ced64d05411d892e2080020a0f4c9,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,CITY,https://geogratis.gc.ca/services/geoname/en/codes/concise/CITY,1,https://geogratis.gc.ca/services/geoname/en/codes/generic/1,"8,9-21-W4",48,https://geogratis.gc.ca/services/geoname/en/codes/province/48,082H10,15000000,100,49.6936111,-112.8419444,1995-01-01
FBUUF,Kingston,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,4faf2311c6ce11d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/4faf2311c6ce11d892e2080020a0f4c9,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,UNP,https://geogratis.gc.ca/services/geoname/en/codes/concise/UNP,121,https://geogratis.gc.ca/services/geoname/en/codes/generic/121,"Frontenac",35,https://geogratis.gc.ca/services/geoname/en/codes/province/35,031C01,15000000,100,44.2347222,-76.5108334,1998-01-01
